plantID,flowering,survival,plantID_db,date
1016,1,1,2151,7/11/2024
1017,0,1,2152,7/11/2024
1018,,0,2153,7/11/2024
1019,,0,2154,7/11/2024
1020,,0,2155,7/11/2024
1021,0,1,2156,7/11/2024
1022,0,1,2157,7/11/2024
1023,0,1,2158,7/11/2024
1024,0,1,2159,7/11/2024
1025,0,1,2160,7/11/2024
1026,,0,2161,7/11/2024
1027,1,1,2162,7/11/2024
1028,,0,2163,7/11/2024
1029,,0,2164,7/11/2024
1030,1,1,2165,7/11/2024
1031,1,1,2166,7/11/2024
1032,1,1,2167,7/11/2024
1033,,0,2168,7/11/2024
1034,,0,2169,7/11/2024
1035,,0,2170,7/11/2024
1036,,0,2171,7/11/2024
1037,,0,2172,7/11/2024
1038,1,1,2173,7/11/2024
1039,,0,2174,7/11/2024
1040,,0,2175,7/11/2024
1041,0,1,2176,7/11/2024
1042,0,1,2177,7/11/2024
824,1,1,1959,7/11/2024
1043,0,1,2178,7/11/2024
1044,0,1,2179,7/11/2024
825,,0,1960,7/11/2024
826,0,1,1961,7/11/2024
827,0,1,1962,7/11/2024
828,1,1,1963,7/11/2024
829,,0,1964,7/11/2024
830,,0,1965,7/11/2024
831,,0,1966,7/11/2024
832,,0,1967,7/11/2024
833,0,1,1968,7/11/2024
834,,0,1969,7/11/2024
835,0,1,1970,7/11/2024
836,0,1,1971,7/11/2024
837,1,1,1972,7/11/2024
838,1,1,1973,7/11/2024
839,,0,1974,7/11/2024
1045,,0,2180,7/11/2024
1046,0,1,2181,7/11/2024
1047,,0,2182,7/11/2024
1048,1,1,2183,7/11/2024
1049,0,1,2184,7/11/2024
1050,,0,2185,7/11/2024
1051,0,1,2186,7/11/2024
1052,0,1,2187,7/11/2024
1053,,0,2188,7/11/2024
1054,0,1,2189,7/11/2024
1055,,0,2190,7/11/2024
1056,,0,2191,7/11/2024
1057,,0,2192,7/11/2024
1058,0,1,2193,7/11/2024
1059,0,1,2194,7/11/2024
1060,0,1,2195,7/11/2024
1061,0,1,2196,7/11/2024
1062,,0,2197,7/11/2024
1063,0,1,2198,7/11/2024
1064,0,1,2199,7/11/2024
1065,0,1,2200,7/11/2024
1066,0,1,2201,7/11/2024
1067,,0,2202,7/11/2024
1068,0,1,2203,7/11/2024
1069,,0,2204,7/11/2024
840,,0,1975,7/11/2024
1070,,0,2205,7/11/2024
1071,0,1,2206,7/11/2024
1072,,0,2207,7/11/2024
1073,,0,2208,7/11/2024
1074,,0,2209,7/11/2024
841,,0,1976,7/11/2024
842,,0,1977,7/11/2024
843,,0,1978,7/11/2024
844,0,1,1979,7/11/2024
845,,0,1980,7/11/2024
1075,1,1,2210,7/11/2024
1076,,0,2211,7/11/2024
1077,0,1,2212,7/11/2024
1078,,0,2213,7/11/2024
1079,0,1,2214,7/11/2024
1080,0,1,2215,7/11/2024
1081,0,1,2216,7/11/2024
1082,0,1,2217,7/11/2024
1083,1,1,2218,7/11/2024
1084,,0,2219,7/11/2024
1085,,0,2220,7/11/2024
1086,0,1,2221,7/11/2024
1087,0,1,2222,7/11/2024
1088,0,1,2223,7/11/2024
1089,1,1,2224,7/11/2024
846,,0,1981,7/11/2024
1090,0,1,2225,7/11/2024
1091,0,1,2226,7/11/2024
1092,,0,2227,7/11/2024
847,0,1,1982,7/11/2024
1093,0,1,2228,7/11/2024
848,0,1,1983,7/11/2024
849,1,1,1984,7/11/2024
850,0,1,1985,7/11/2024
851,0,1,1986,7/11/2024
1094,1,1,2229,7/11/2024
1095,,0,2230,7/11/2024
1096,1,1,2231,7/11/2024
1097,,0,2232,7/11/2024
1098,1,1,2233,7/11/2024
1099,0,1,2234,7/11/2024
1100,0,1,2235,7/11/2024
1101,0,1,2236,7/11/2024
1102,,0,2237,7/11/2024
852,0,1,1987,7/11/2024
853,0,1,1988,7/11/2024
854,,0,1989,7/11/2024
855,0,1,1990,7/11/2024
856,0,1,1991,7/11/2024
857,0,1,1992,7/11/2024
858,,0,1993,7/11/2024
859,,0,1994,7/11/2024
860,0,1,1995,7/11/2024
861,0,1,1996,7/11/2024
862,,0,1997,7/11/2024
863,1,1,1998,7/11/2024
864,0,1,1999,7/11/2024
865,1,1,2000,7/11/2024
866,,0,2001,7/11/2024
867,0,1,2002,7/11/2024
868,1,1,2003,7/11/2024
869,0,1,2004,7/11/2024
1103,0,1,2238,7/11/2024
870,1,1,2005,7/11/2024
871,0,1,2006,7/11/2024
872,1,1,2007,7/11/2024
873,1,1,2008,7/11/2024
874,0,1,2009,7/11/2024
875,,0,2010,7/11/2024
876,,0,2011,7/11/2024
877,0,1,2012,7/11/2024
878,1,1,2013,7/11/2024
879,0,1,2014,7/11/2024
880,,0,2015,7/11/2024
881,1,1,2016,7/11/2024
1104,0,1,2239,7/11/2024
882,,0,2017,7/11/2024
883,0,1,2018,7/11/2024
884,0,1,2019,7/11/2024
885,0,1,2020,7/11/2024
886,1,1,2021,7/11/2024
887,,0,2022,7/11/2024
888,1,1,2023,7/11/2024
889,,0,2024,7/11/2024
890,1,1,2025,7/11/2024
891,,0,2026,7/11/2024
892,,0,2027,7/11/2024
893,0,1,2028,7/11/2024
894,0,1,2029,7/11/2024
895,,0,2030,7/11/2024
896,0,1,2031,7/11/2024
897,,0,2032,7/11/2024
898,,0,2033,7/11/2024
899,,0,2034,7/11/2024
900,,0,2035,7/11/2024
901,1,1,2036,7/11/2024
1105,,0,2240,7/11/2024
1106,1,1,2241,7/11/2024
1107,0,1,2242,7/11/2024
1108,0,1,2243,7/11/2024
1109,1,1,2244,7/11/2024
1110,,0,2245,7/11/2024
1111,0,1,2246,7/11/2024
1112,0,1,2247,7/11/2024
1113,0,1,2248,7/11/2024
1114,,0,2249,7/11/2024
1115,0,1,2250,7/11/2024
1116,0,1,2251,7/11/2024
1117,0,1,2252,7/11/2024
1118,,0,2253,7/11/2024
1119,1,1,2254,7/11/2024
1120,0,1,2255,7/11/2024
1121,1,1,2256,7/11/2024
1122,0,1,2257,7/11/2024
1123,0,1,2258,7/11/2024
1124,0,1,2259,7/11/2024
902,0,1,2037,7/11/2024
903,1,1,2038,7/11/2024
904,,0,2039,7/11/2024
905,0,1,2040,7/11/2024
906,1,1,2041,7/11/2024
907,0,1,2042,7/11/2024
908,,0,2043,7/11/2024
909,0,1,2044,7/11/2024
910,1,1,2045,7/11/2024
911,,0,2046,7/11/2024
912,,0,2047,7/11/2024
913,1,1,2048,7/11/2024
914,0,1,2049,7/11/2024
915,,0,2050,7/11/2024
916,,0,2051,7/11/2024
917,,0,2052,7/11/2024
918,0,1,2053,7/11/2024
919,,0,2054,7/11/2024
920,0,1,2055,7/11/2024
921,0,1,2056,7/11/2024
922,1,1,2057,7/11/2024
923,0,1,2058,7/11/2024
924,,0,2059,7/11/2024
925,,0,2060,7/11/2024
926,0,1,2061,7/11/2024
927,,0,2062,7/11/2024
928,1,1,2063,7/11/2024
929,1,1,2064,7/11/2024
930,0,1,2065,7/11/2024
931,1,1,2066,7/11/2024
932,,0,2067,7/11/2024
933,1,1,2068,7/11/2024
934,0,1,2069,7/11/2024
935,0,1,2070,7/11/2024
936,0,1,2071,7/11/2024
937,1,1,2072,7/11/2024
938,0,1,2073,7/11/2024
939,0,1,2074,7/11/2024
940,,0,2075,7/11/2024
941,,0,2076,7/11/2024
942,0,1,2077,7/11/2024
943,0,1,2078,7/11/2024
944,,0,2079,7/11/2024
945,,0,2080,7/11/2024
946,0,1,2081,7/11/2024
947,0,1,2082,7/11/2024
948,,0,2083,7/11/2024
949,0,1,2084,7/11/2024
950,,0,2085,7/11/2024
951,,0,2086,7/11/2024
1,0,1,1136,7/11/2024
2,0,1,1137,7/11/2024
3,,0,1138,7/11/2024
4,0,1,1139,7/11/2024
5,0,1,1140,7/11/2024
6,0,1,1141,7/11/2024
7,1,1,1142,7/11/2024
8,0,1,1143,7/11/2024
9,0,1,1144,7/11/2024
10,0,1,1145,7/11/2024
11,0,1,1146,7/11/2024
12,1,1,1147,7/11/2024
13,1,1,1148,7/11/2024
14,0,1,1149,7/11/2024
15,1,1,1150,7/11/2024
16,0,1,1151,7/11/2024
17,,0,1152,7/11/2024
18,0,1,1153,7/11/2024
19,,0,1154,7/11/2024
20,0,1,1155,7/11/2024
21,1,1,1156,7/11/2024
22,,0,1157,7/11/2024
23,1,1,1158,7/11/2024
24,0,1,1159,7/11/2024
25,1,1,1160,7/11/2024
26,0,1,1161,7/11/2024
27,,0,1162,7/11/2024
28,,0,1163,7/11/2024
29,0,1,1164,7/11/2024
30,,0,1165,7/11/2024
31,0,1,1166,7/11/2024
32,0,1,1167,7/11/2024
33,,0,1168,7/11/2024
34,0,1,1169,7/11/2024
35,,0,1170,7/11/2024
36,0,1,1171,7/11/2024
37,,0,1172,7/11/2024
38,0,1,1173,7/11/2024
39,,0,1174,7/11/2024
40,,0,1175,7/11/2024
41,0,1,1176,7/11/2024
42,0,1,1177,7/11/2024
43,0,1,1178,7/11/2024
44,0,1,1179,7/11/2024
45,0,1,1180,7/11/2024
46,0,1,1181,7/11/2024
47,1,1,1182,7/11/2024
48,1,1,1183,7/11/2024
49,,0,1184,7/11/2024
50,0,1,1185,7/11/2024
51,0,1,1186,7/11/2024
52,0,1,1187,7/11/2024
53,0,1,1188,7/11/2024
54,1,1,1189,7/11/2024
55,0,1,1190,7/11/2024
56,0,1,1191,7/11/2024
57,,0,1192,7/11/2024
58,,0,1193,7/11/2024
59,1,1,1194,7/11/2024
60,,0,1195,7/11/2024
61,0,1,1196,7/11/2024
62,0,1,1197,7/11/2024
63,0,1,1198,7/11/2024
64,,0,1199,7/11/2024
65,1,1,1200,7/11/2024
66,0,1,1201,7/11/2024
67,0,1,1202,7/11/2024
68,1,1,1203,7/11/2024
69,0,1,1204,7/11/2024
70,0,1,1205,7/11/2024
71,0,1,1206,7/11/2024
72,0,1,1207,7/11/2024
73,0,1,1208,7/11/2024
74,0,1,1209,7/11/2024
75,0,1,1210,7/11/2024
76,0,1,1211,7/11/2024
77,0,1,1212,7/11/2024
78,0,1,1213,7/11/2024
79,0,1,1214,7/11/2024
80,1,1,1215,7/11/2024
81,0,1,1216,7/11/2024
82,1,1,1217,7/11/2024
83,0,1,1218,7/11/2024
84,0,1,1219,7/11/2024
85,0,1,1220,7/11/2024
86,0,1,1221,7/11/2024
87,0,1,1222,7/11/2024
88,0,1,1223,7/11/2024
89,0,1,1224,7/11/2024
90,,0,1225,7/11/2024
91,0,1,1226,7/11/2024
92,,0,1227,7/11/2024
93,0,1,1228,7/11/2024
94,0,1,1229,7/11/2024
95,0,1,1230,7/11/2024
96,0,1,1231,7/11/2024
97,0,1,1232,7/11/2024
98,0,1,1233,7/11/2024
99,0,1,1234,7/11/2024
100,0,1,1235,7/11/2024
101,0,1,1236,7/11/2024
102,1,1,1237,7/11/2024
103,0,1,1238,7/11/2024
104,,0,1239,7/11/2024
105,0,1,1240,7/11/2024
106,0,1,1241,7/11/2024
107,1,1,1242,7/11/2024
108,0,1,1243,7/11/2024
109,0,1,1244,7/11/2024
110,0,1,1245,7/11/2024
111,0,1,1246,7/11/2024
112,0,1,1247,7/11/2024
113,,0,1248,7/11/2024
114,1,1,1249,7/11/2024
115,,0,1250,7/11/2024
116,0,1,1251,7/11/2024
117,1,1,1252,7/11/2024
118,1,1,1253,7/11/2024
119,0,1,1254,7/11/2024
120,0,1,1255,7/11/2024
121,0,1,1256,7/11/2024
122,0,1,1257,7/11/2024
123,0,1,1258,7/11/2024
124,,0,1259,7/11/2024
125,0,1,1260,7/11/2024
126,0,1,1261,7/11/2024
127,0,1,1262,7/11/2024
128,0,1,1263,7/11/2024
129,0,1,1264,7/11/2024
130,1,1,1265,7/11/2024
131,0,1,1266,7/11/2024
132,0,1,1267,7/11/2024
133,0,1,1268,7/11/2024
134,0,1,1269,7/11/2024
135,0,1,1270,7/11/2024
136,0,1,1271,7/11/2024
137,0,1,1272,7/11/2024
138,0,1,1273,7/11/2024
139,0,1,1274,7/11/2024
140,0,1,1275,7/11/2024
141,0,1,1276,7/11/2024
142,1,1,1277,7/11/2024
143,1,1,1278,7/11/2024
144,0,1,1279,7/11/2024
145,,0,1280,7/11/2024
146,0,1,1281,7/11/2024
147,,0,1282,7/11/2024
148,,0,1283,7/11/2024
149,0,1,1284,7/11/2024
150,1,1,1285,7/11/2024
151,0,1,1286,7/11/2024
152,,0,1287,7/11/2024
153,0,1,1288,7/11/2024
154,0,1,1289,7/11/2024
155,,0,1290,7/11/2024
156,0,1,1291,7/11/2024
157,0,1,1292,7/11/2024
158,0,1,1293,7/11/2024
159,1,1,1294,7/11/2024
160,1,1,1295,7/11/2024
161,0,1,1296,7/11/2024
162,0,1,1297,7/11/2024
163,0,1,1298,7/11/2024
164,0,1,1299,7/11/2024
165,1,1,1300,7/11/2024
166,0,1,1301,7/11/2024
167,0,1,1302,7/11/2024
168,0,1,1303,7/11/2024
169,1,1,1304,7/11/2024
170,,0,1305,7/11/2024
171,1,1,1306,7/11/2024
172,0,1,1307,7/11/2024
173,0,1,1308,7/11/2024
174,1,1,1309,7/11/2024
175,0,1,1310,7/11/2024
176,0,1,1311,7/11/2024
177,0,1,1312,7/11/2024
178,0,1,1313,7/11/2024
179,0,1,1314,7/11/2024
180,0,1,1315,7/11/2024
181,,0,1316,7/11/2024
182,,0,1317,7/11/2024
183,1,1,1318,7/11/2024
184,0,1,1319,7/11/2024
185,0,1,1320,7/11/2024
186,0,1,1321,7/11/2024
187,1,1,1322,7/11/2024
188,0,1,1323,7/11/2024
189,0,1,1324,7/11/2024
190,,0,1325,7/11/2024
191,0,1,1326,7/11/2024
192,,0,1327,7/11/2024
193,1,1,1328,7/11/2024
194,1,1,1329,7/11/2024
195,0,1,1330,7/11/2024
196,1,1,1331,7/11/2024
197,,0,1332,7/11/2024
198,0,1,1333,7/11/2024
199,1,1,1334,7/11/2024
200,0,1,1335,7/11/2024
201,1,1,1336,7/11/2024
202,0,1,1337,7/11/2024
203,1,1,1338,7/11/2024
204,0,1,1339,7/11/2024
205,0,1,1340,7/11/2024
206,0,1,1341,7/11/2024
207,0,1,1342,7/11/2024
208,,0,1343,7/11/2024
209,0,1,1344,7/11/2024
210,1,1,1345,7/11/2024
211,0,1,1346,7/11/2024
212,0,1,1347,7/11/2024
213,1,1,1348,7/11/2024
214,0,1,1349,7/11/2024
215,0,1,1350,7/11/2024
216,0,1,1351,7/11/2024
217,,0,1352,7/11/2024
218,0,1,1353,7/11/2024
219,1,1,1354,7/11/2024
220,1,1,1355,7/11/2024
221,0,1,1356,7/11/2024
222,1,1,1357,7/11/2024
223,0,1,1358,7/11/2024
224,0,1,1359,7/11/2024
225,1,1,1360,7/11/2024
226,0,1,1361,7/11/2024
227,0,1,1362,7/11/2024
228,0,1,1363,7/11/2024
229,0,1,1364,7/11/2024
230,,0,1365,7/11/2024
231,,0,1366,7/11/2024
232,0,1,1367,7/11/2024
233,,0,1368,7/11/2024
234,,0,1369,7/11/2024
235,0,1,1370,7/11/2024
236,,0,1371,7/11/2024
237,1,1,1372,7/11/2024
238,,0,1373,7/11/2024
239,0,1,1374,7/11/2024
240,0,1,1375,7/11/2024
241,0,1,1376,7/11/2024
242,0,1,1377,7/11/2024
243,1,1,1378,7/11/2024
244,0,1,1379,7/11/2024
245,0,1,1380,7/11/2024
246,0,1,1381,7/11/2024
247,0,1,1382,7/11/2024
248,0,1,1383,7/11/2024
249,,0,1384,7/11/2024
250,0,1,1385,7/11/2024
251,1,1,1386,7/11/2024
252,,0,1387,7/11/2024
253,0,1,1388,7/11/2024
254,,0,1389,7/11/2024
255,1,1,1390,7/11/2024
256,0,1,1391,7/11/2024
257,0,1,1392,7/11/2024
258,0,1,1393,7/11/2024
259,0,1,1394,7/11/2024
260,0,1,1395,7/11/2024
261,,0,1396,7/11/2024
262,,0,1397,7/11/2024
263,0,1,1398,7/11/2024
264,1,1,1399,7/11/2024
265,0,1,1400,7/11/2024
266,,0,1401,7/11/2024
267,1,1,1402,7/11/2024
268,1,1,1403,7/11/2024
269,1,1,1404,7/11/2024
270,0,1,1405,7/11/2024
271,0,1,1406,7/11/2024
272,,0,1407,7/11/2024
273,,0,1408,7/11/2024
274,0,1,1409,7/11/2024
275,,0,1410,7/11/2024
276,0,1,1411,7/11/2024
277,1,1,1412,7/11/2024
278,,0,1413,7/11/2024
279,,0,1414,7/11/2024
280,0,1,1415,7/11/2024
281,0,1,1416,7/11/2024
282,0,1,1417,7/11/2024
283,0,1,1418,7/11/2024
284,1,1,1419,7/11/2024
285,0,1,1420,7/11/2024
286,0,1,1421,7/11/2024
287,0,1,1422,7/11/2024
288,0,1,1423,7/11/2024
289,0,1,1424,7/11/2024
290,0,1,1425,7/11/2024
291,0,1,1426,7/11/2024
292,,0,1427,7/11/2024
293,0,1,1428,7/11/2024
294,0,1,1429,7/11/2024
295,,0,1430,7/11/2024
296,,0,1431,7/11/2024
297,0,1,1432,7/11/2024
298,1,1,1433,7/11/2024
299,,0,1434,7/11/2024
300,0,1,1435,7/11/2024
301,0,1,1436,7/11/2024
302,,0,1437,7/11/2024
303,0,1,1438,7/11/2024
304,0,1,1439,7/11/2024
305,0,1,1440,7/11/2024
306,1,1,1441,7/11/2024
307,1,1,1442,7/11/2024
308,0,1,1443,7/11/2024
309,0,1,1444,7/11/2024
310,1,1,1445,7/11/2024
311,1,1,1446,7/11/2024
312,0,1,1447,7/11/2024
313,1,1,1448,7/11/2024
314,1,1,1449,7/11/2024
315,1,1,1450,7/11/2024
316,0,1,1451,7/11/2024
317,0,1,1452,7/11/2024
318,0,1,1453,7/11/2024
319,0,1,1454,7/11/2024
320,0,1,1455,7/11/2024
321,,0,1456,7/11/2024
322,,0,1457,7/11/2024
323,0,1,1458,7/11/2024
324,0,1,1459,7/11/2024
325,1,1,1460,7/11/2024
326,0,1,1461,7/11/2024
327,,0,1462,7/11/2024
328,0,1,1463,7/11/2024
329,1,1,1464,7/11/2024
330,0,1,1465,7/11/2024
331,,0,1466,7/11/2024
332,0,1,1467,7/11/2024
333,0,1,1468,7/11/2024
334,0,1,1469,7/11/2024
335,,0,1470,7/11/2024
336,,0,1471,7/11/2024
337,1,1,1472,7/11/2024
338,,0,1473,7/11/2024
339,0,1,1474,7/11/2024
340,,0,1475,7/11/2024
341,0,1,1476,7/11/2024
342,0,1,1477,7/11/2024
343,0,1,1478,7/11/2024
344,0,1,1479,7/11/2024
345,0,1,1480,7/11/2024
346,0,1,1481,7/11/2024
347,1,1,1482,7/11/2024
348,0,1,1483,7/11/2024
349,0,1,1484,7/11/2024
350,0,1,1485,7/11/2024
351,0,1,1486,7/11/2024
352,0,1,1487,7/11/2024
353,0,1,1488,7/11/2024
354,0,1,1489,7/11/2024
355,0,1,1490,7/11/2024
356,0,1,1491,7/11/2024
357,1,1,1492,7/11/2024
358,0,1,1493,7/11/2024
359,,0,1494,7/11/2024
360,1,1,1495,7/11/2024
361,,0,1496,7/11/2024
362,0,1,1497,7/11/2024
363,0,1,1498,7/11/2024
364,0,1,1499,7/11/2024
365,0,1,1500,7/11/2024
366,0,1,1501,7/11/2024
367,0,1,1502,7/11/2024
368,1,1,1503,7/11/2024
369,0,1,1504,7/11/2024
370,1,1,1505,7/11/2024
371,1,1,1506,7/11/2024
372,,0,1507,7/11/2024
373,0,1,1508,7/11/2024
374,0,1,1509,7/11/2024
375,1,1,1510,7/11/2024
376,0,1,1511,7/11/2024
377,0,1,1512,7/11/2024
378,0,1,1513,7/11/2024
379,0,1,1514,7/11/2024
380,0,1,1515,7/11/2024
381,0,1,1516,7/11/2024
382,0,1,1517,7/11/2024
383,0,1,1518,7/11/2024
384,0,1,1519,7/11/2024
385,,0,1520,7/11/2024
386,0,1,1521,7/11/2024
387,1,1,1522,7/11/2024
388,0,1,1523,7/11/2024
389,0,1,1524,7/11/2024
390,0,1,1525,7/11/2024
391,0,1,1526,7/11/2024
392,0,1,1527,7/11/2024
393,1,1,1528,7/11/2024
394,1,1,1529,7/11/2024
395,1,1,1530,7/11/2024
396,0,1,1531,7/11/2024
397,,0,1532,7/11/2024
398,0,1,1533,7/11/2024
399,0,1,1534,7/11/2024
400,,0,1535,7/11/2024
401,,0,1536,7/11/2024
402,0,1,1537,7/11/2024
403,,0,1538,7/11/2024
404,,0,1539,7/11/2024
405,0,1,1540,7/11/2024
406,0,1,1541,7/11/2024
407,0,1,1542,7/11/2024
408,0,1,1543,7/11/2024
409,0,1,1544,7/11/2024
410,0,1,1545,7/11/2024
411,0,1,1546,7/11/2024
412,1,1,1547,7/11/2024
413,,0,1548,7/11/2024
414,1,1,1549,7/11/2024
415,0,1,1550,7/11/2024
416,,0,1551,7/11/2024
417,0,1,1552,7/11/2024
418,0,1,1553,7/11/2024
419,0,1,1554,7/11/2024
420,0,1,1555,7/11/2024
421,,0,1556,7/11/2024
422,0,1,1557,7/11/2024
423,0,1,1558,7/11/2024
424,0,1,1559,7/11/2024
425,0,1,1560,7/11/2024
426,0,1,1561,7/11/2024
427,0,1,1562,7/11/2024
428,0,1,1563,7/11/2024
429,1,1,1564,7/11/2024
430,1,1,1565,7/11/2024
431,0,1,1566,7/11/2024
432,0,1,1567,7/11/2024
433,1,1,1568,7/11/2024
434,0,1,1569,7/11/2024
435,0,1,1570,7/11/2024
436,0,1,1571,7/11/2024
437,0,1,1572,7/11/2024
438,0,1,1573,7/11/2024
439,0,1,1574,7/11/2024
440,0,1,1575,7/11/2024
441,1,1,1576,7/11/2024
442,0,1,1577,7/11/2024
443,0,1,1578,7/11/2024
444,,0,1579,7/11/2024
445,0,1,1580,7/11/2024
446,0,1,1581,7/11/2024
447,,0,1582,7/11/2024
448,0,1,1583,7/11/2024
449,,0,1584,7/11/2024
450,0,1,1585,7/11/2024
451,1,1,1586,7/11/2024
452,0,1,1587,7/11/2024
453,0,1,1588,7/11/2024
454,1,1,1589,7/11/2024
455,,0,1590,7/11/2024
456,0,1,1591,7/11/2024
457,0,1,1592,7/11/2024
458,,0,1593,7/11/2024
459,0,1,1594,7/11/2024
460,,0,1595,7/11/2024
461,0,1,1596,7/11/2024
462,,0,1597,7/11/2024
463,0,1,1598,7/11/2024
464,0,1,1599,7/11/2024
465,0,1,1600,7/11/2024
466,0,1,1601,7/11/2024
467,0,1,1602,7/11/2024
468,0,1,1603,7/11/2024
469,0,1,1604,7/11/2024
470,0,1,1605,7/11/2024
471,0,1,1606,7/11/2024
472,0,1,1607,7/11/2024
473,0,1,1608,7/11/2024
474,,0,1609,7/11/2024
475,0,1,1610,7/11/2024
476,0,1,1611,7/11/2024
477,0,1,1612,7/11/2024
478,0,1,1613,7/11/2024
479,0,1,1614,7/11/2024
480,0,1,1615,7/11/2024
481,0,1,1616,7/11/2024
482,0,1,1617,7/11/2024
483,0,1,1618,7/11/2024
484,0,1,1619,7/11/2024
485,0,1,1620,7/11/2024
486,,0,1621,7/11/2024
487,1,1,1622,7/11/2024
488,1,1,1623,7/11/2024
489,0,1,1624,7/11/2024
490,0,1,1625,7/11/2024
491,0,1,1626,7/11/2024
492,,0,1627,7/11/2024
493,0,1,1628,7/11/2024
494,,0,1629,7/11/2024
495,0,1,1630,7/11/2024
496,0,1,1631,7/11/2024
497,0,1,1632,7/11/2024
498,0,1,1633,7/11/2024
499,,0,1634,7/11/2024
500,0,1,1635,7/11/2024
501,0,1,1636,7/11/2024
502,,0,1637,7/11/2024
503,0,1,1638,7/11/2024
504,1,1,1639,7/11/2024
505,1,1,1640,7/11/2024
506,1,1,1641,7/11/2024
507,0,1,1642,7/11/2024
508,0,1,1643,7/11/2024
509,0,1,1644,7/11/2024
510,0,1,1645,7/11/2024
511,0,1,1646,7/11/2024
512,0,1,1647,7/11/2024
513,0,1,1648,7/11/2024
514,0,1,1649,7/11/2024
515,0,1,1650,7/11/2024
516,0,1,1651,7/11/2024
517,0,1,1652,7/11/2024
518,0,1,1653,7/11/2024
519,0,1,1654,7/11/2024
520,0,1,1655,7/11/2024
521,0,1,1656,7/11/2024
522,0,1,1657,7/11/2024
523,,0,1658,7/11/2024
524,0,1,1659,7/11/2024
525,0,1,1660,7/11/2024
526,,0,1661,7/11/2024
527,,0,1662,7/11/2024
528,,0,1663,7/11/2024
529,,0,1664,7/11/2024
530,0,1,1665,7/11/2024
531,0,1,1666,7/11/2024
532,0,1,1667,7/11/2024
533,,0,1668,7/11/2024
534,0,1,1669,7/11/2024
535,1,1,1670,7/11/2024
536,0,1,1671,7/11/2024
537,0,1,1672,7/11/2024
538,0,1,1673,7/11/2024
539,0,1,1674,7/11/2024
540,,0,1675,7/11/2024
541,,0,1676,7/11/2024
542,0,1,1677,7/11/2024
543,,0,1678,7/11/2024
544,0,1,1679,7/11/2024
545,0,1,1680,7/11/2024
