ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Block,Row In Block,x,y
2,bacd4769-d06f-4054-9d2d-785720f673fa,6/26/2024 10:22:42 PM,agoebl,6/26/2024 10:22:42 PM,agoebl,1,1,-105.100846209863,39.5432436784356
3,1697eef7-ac8f-43e6-a034-3473e7d57191,6/26/2024 10:22:43 PM,agoebl,6/26/2024 10:22:43 PM,agoebl,1,2,-105.100759198941,39.543165738363
4,fbf942d3-a3f9-4097-af8a-d600e4bff132,6/26/2024 10:22:44 PM,agoebl,6/26/2024 10:22:44 PM,agoebl,1,3,-105.10071662602,39.5431613808677
5,8b9ffa9f-82cc-41b7-a013-2bdc2d516a32,6/26/2024 10:22:45 PM,agoebl,6/26/2024 10:22:45 PM,agoebl,1,4,-105.100736013351,39.5431678382949
6,6ad7dafd-9600-437d-b5e3-550053a85fdc,6/26/2024 10:22:46 PM,agoebl,6/26/2024 10:22:46 PM,agoebl,2,1,-105.100718515561,39.5432721098608
7,6a5cd363-1951-4c4d-bbe3-798c59fc4c69,6/26/2024 10:22:47 PM,agoebl,6/26/2024 10:22:47 PM,agoebl,2,2,-105.100702772188,39.5431673509095
8,5840050c-0d9e-4c7b-ae02-a2c997133e16,6/26/2024 10:22:48 PM,agoebl,6/26/2024 10:22:48 PM,agoebl,2,3,-105.100702406105,39.5431820118991
9,edbbe058-f3c8-432c-950a-6d13e3be03ad,6/26/2024 10:22:49 PM,agoebl,6/26/2024 10:22:49 PM,agoebl,2,4,-105.100678604737,39.5432418408248
10,d2d29776-9dbf-46b5-8cc2-5192f4c4357f,6/26/2024 10:22:50 PM,agoebl,6/26/2024 10:22:50 PM,agoebl,3,1,-105.100675142858,39.543162306813
11,5067e859-fd11-49a5-a3a3-de2b3d65dfdd,6/26/2024 10:22:51 PM,agoebl,6/28/2024 7:17:16 PM,agoebl,3,2,-105.100675157605,39.543222520403
12,0daf3adb-f8cd-405a-b8d6-bcb86b0949ed,6/26/2024 10:22:52 PM,agoebl,6/26/2024 10:22:52 PM,agoebl,3,3,-105.100644705963,39.5431669643357
13,89fafe03-0816-4482-8013-9602aa0029e0,6/26/2024 10:22:52 PM,agoebl,6/26/2024 10:22:52 PM,agoebl,3,4,-105.100634785173,39.543241810953
14,a9c95bcd-a5aa-48b5-a970-f3cdaccf840d,6/26/2024 10:22:53 PM,agoebl,6/26/2024 10:22:53 PM,agoebl,4,1,-105.100644200901,39.5432152760879
15,77959306-4a27-4c5f-a889-ae5303e8d5fb,6/26/2024 10:22:54 PM,agoebl,6/26/2024 10:22:54 PM,agoebl,4,2,-105.100610308825,39.5432239395654
16,e0c858cc-5171-4893-9ecf-a24a6bb13a2b,6/26/2024 10:22:55 PM,agoebl,6/26/2024 10:22:55 PM,agoebl,4,3,-105.100637197879,39.5432431754154
17,faf525c5-8b3b-4f9f-910a-b737501a2d9d,6/27/2024 8:40:00 PM,agoebl,6/27/2024 8:40:00 PM,agoebl,6,1,-105.100544833333,39.5431616666667
18,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,6,2,-105.1005425,39.5432518333333
19,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,6,3,-105.1005125,39.5432131666667
20,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,6,4,-105.100531833333,39.5432
21,861faaca-941b-47e4-b8d9-5450aeb6a389,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,4,3,-105.10054101,39.54316462
22,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,4,4,-105.10061469,39.5432424
23,09499ac7-6ccb-4ad7-bf6e-4fbf9ab3d854,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,7,1,-105.100513833333,39.5431921666667
24,66bf5100-8cfb-4b2e-aded-f7be2deef7d6,6/27/2024 8:40:07 PM,agoebl,6/27/2024 8:40:07 PM,agoebl,5,1,-105.1006023,39.54318843
25,9680e1bf-600c-4dcf-ac7c-cb119af4a78d,6/27/2024 8:40:07 PM,agoebl,6/27/2024 8:40:07 PM,agoebl,7,2,-105.100528333333,39.5432463333333
26,8d777e55-ba24-49ad-8026-7472a2431a4a,6/27/2024 8:40:07 PM,agoebl,6/27/2024 8:40:07 PM,agoebl,5,2,-105.10058425,39.54319285
27,a3290d7e-c7e5-4b64-9a2f-f8aac9b4298b,6/27/2024 8:40:08 PM,agoebl,6/27/2024 8:40:08 PM,agoebl,7,3,-105.100501166667,39.5432181666667
28,51988c0b-a60f-4c55-80fa-838aca200279,6/27/2024 8:40:08 PM,agoebl,6/27/2024 8:40:08 PM,agoebl,5,3,-105.10057953,39.54318367
29,9cbc786f-631c-4eaf-8fe0-a12a6c3fbdea,6/27/2024 8:40:09 PM,agoebl,6/27/2024 8:40:09 PM,agoebl,7,4,-105.100474666667,39.5432286666667
30,c9627f1c-752b-4830-9dd7-40b3056663de,6/27/2024 8:40:09 PM,agoebl,6/27/2024 8:40:09 PM,agoebl,5,4,-105.10056651,39.54317872
31,f8bfa545-0720-4068-b5f6-a50be9c862fa,6/27/2024 8:40:10 PM,agoebl,6/27/2024 8:40:10 PM,agoebl,8,1,-105.100439666667,39.5432705
32,7f915a6f-6eae-444a-b3ae-f145986e76b5,6/27/2024 8:40:10 PM,agoebl,6/27/2024 8:40:10 PM,agoebl,8,2,-105.100475333333,39.5432503333333
33,e540fcd2-718d-49bc-804d-827e51614b51,6/27/2024 8:40:12 PM,agoebl,6/27/2024 8:40:12 PM,agoebl,8,3,-105.100438833333,39.5432005
34,cedd3dad-c875-4f2a-a9c5-48587e3b1424,6/27/2024 8:40:13 PM,agoebl,6/27/2024 8:40:13 PM,agoebl,8,4,-105.100451333333,39.5432058333333
35,3eaa5dd1-cab8-433e-82bd-af9a7fe1940e,6/27/2024 8:40:14 PM,agoebl,6/27/2024 8:40:14 PM,agoebl,9,1,-105.100449666667,39.5431678333333
36,9254d6f4-55af-4222-981b-b7a5b54caedc,6/27/2024 8:40:14 PM,agoebl,6/27/2024 8:40:14 PM,agoebl,9,2,-105.1004565,39.5431798333333
37,c404c6c0-f864-412b-be5b-b7f61ced4fbb,6/27/2024 8:40:15 PM,agoebl,6/27/2024 8:40:15 PM,agoebl,9,3,-105.1004105,39.5432145
38,a63e3e7a-de69-4047-9e6f-5866a1241102,6/27/2024 8:40:17 PM,agoebl,6/27/2024 8:40:17 PM,agoebl,9,4,-105.100417,39.5432126666667
39,94c1a5d3-ef81-47f1-8af8-36ec9cf5b3b9,6/27/2024 8:40:19 PM,agoebl,6/27/2024 8:40:19 PM,agoebl,10,1,-105.100396,39.543239
40,588654ad-c7a5-4f6a-ade4-6ed7dee42278,6/27/2024 8:40:21 PM,agoebl,6/27/2024 8:40:21 PM,agoebl,10,2,-105.10037,39.5432278333333
41,a717aa28-e0b8-4016-9f2b-95e8b28b243c,6/27/2024 8:40:22 PM,agoebl,6/27/2024 8:40:22 PM,agoebl,10,3,-105.1003695,39.543184
42,fa8ae107-2658-4b69-b12c-5fc2e0db0623,6/27/2024 8:40:24 PM,agoebl,6/27/2024 8:40:24 PM,agoebl,10,4,-105.100343666667,39.5431911666667
43,29fc99ec-f107-435f-aa86-c41e5f2b17a9,7/1/2024 8:02:10 PM,agoebl,7/1/2024 8:02:10 PM,agoebl,1,1,-105.10075,39.5431813333333
44,980fb40d-4e03-48ad-beb6-a0cfa1ca1038,7/1/2024 8:02:11 PM,agoebl,7/1/2024 8:02:11 PM,agoebl,1,2,-105.100770333333,39.5432223333333
45,c3ec5733-c104-4606-a5fa-a5fbd89480a4,7/1/2024 8:02:13 PM,agoebl,7/1/2024 8:02:13 PM,agoebl,1,3,-105.100729666667,39.543162
46,88f20dd3-ae98-448f-8c39-e61faf5f39c8,7/1/2024 8:02:14 PM,agoebl,7/1/2024 8:02:14 PM,agoebl,1,4,-105.100730833333,39.5431738333333
47,6acb143c-48bc-4e6c-a53e-665c613a7b84,7/1/2024 8:02:15 PM,agoebl,7/1/2024 8:02:15 PM,agoebl,2,1,-105.100687666667,39.5431963333333
48,b07c0e65-7178-4db6-bc80-205e5f5656d0,7/1/2024 8:02:17 PM,agoebl,7/1/2024 8:02:17 PM,agoebl,2,2,-105.100680333333,39.5431838333333
49,7fcaf1a3-d6ff-40c5-b840-aa84710bf700,7/1/2024 8:02:18 PM,agoebl,7/1/2024 8:02:18 PM,agoebl,2,3,-105.100701166667,39.5431665
50,4cf8692b-a9e2-421d-b395-de0dab0ac4fb,7/1/2024 8:02:20 PM,agoebl,7/1/2024 8:02:20 PM,agoebl,2,4,-105.100716666667,39.5431525
51,7863e97d-015f-4cf0-a7be-f49d1dda4f81,7/1/2024 8:02:21 PM,agoebl,7/1/2024 8:02:21 PM,agoebl,3,1,-105.100657166667,39.5431805
52,2beefc28-9157-499a-aefa-9f36b46731f9,7/1/2024 8:02:25 PM,agoebl,7/1/2024 8:02:25 PM,agoebl,3,2,-105.100665166667,39.5431863333333
53,6f64256a-8e31-442f-94ce-61ba9c59c93b,7/1/2024 8:02:27 PM,agoebl,7/1/2024 8:02:27 PM,agoebl,3,3,-105.100664,39.5431661666667
54,11c6d8ca-a4dd-491a-bcab-b286f907dc9b,7/1/2024 8:02:28 PM,agoebl,7/1/2024 8:02:28 PM,agoebl,3,4,-105.100671833333,39.5431693333333
55,17dd165c-79b0-4108-83b2-215ada891e04,7/1/2024 8:02:29 PM,agoebl,7/1/2024 8:02:29 PM,agoebl,4,1,-105.100600833333,39.5432086666667
56,78d403cd-deca-4a01-a8ae-6e6c0ce9992d,7/1/2024 8:02:32 PM,agoebl,7/1/2024 8:02:32 PM,agoebl,4,2,-105.100610166667,39.5431988333333
57,16f18365-8709-4404-8cb9-972f789e3806,7/1/2024 8:02:33 PM,agoebl,7/1/2024 8:02:33 PM,agoebl,4,3,-105.100604166667,39.5431903333333
58,ca7bd2a6-7f33-4917-aa6d-9177d1491865,7/1/2024 8:02:34 PM,agoebl,7/1/2024 8:02:34 PM,agoebl,4,4,-105.1006025,39.5431536666667
59,552edda2-effa-4aa5-aaf5-a5752bd1aad3,7/1/2024 8:02:35 PM,agoebl,7/1/2024 8:02:35 PM,agoebl,5,1,-105.1005615,39.5432025
60,661da8cf-ad1d-455b-b873-5164e6627c63,7/1/2024 8:02:37 PM,agoebl,7/1/2024 8:02:37 PM,agoebl,5,2,-105.100556333333,39.5432066666667
61,403edff0-c970-4190-b7c4-45f395a58ac3,7/1/2024 8:02:38 PM,agoebl,7/1/2024 8:02:38 PM,agoebl,5,3,-105.100564166667,39.5432036666667
62,c61281f7-8f9f-407f-94de-f46c1a7a46e7,7/1/2024 8:02:39 PM,agoebl,7/1/2024 8:02:39 PM,agoebl,5,4,-105.100599666667,39.5431736666667
63,1ac59037-9169-4069-8fed-a5fd5fd86c68,7/1/2024 8:02:40 PM,agoebl,7/1/2024 8:02:40 PM,agoebl,6,1,-105.100527,39.5431608333333
64,f41b5bbc-da0c-4716-840a-874fe653f91f,7/1/2024 8:02:41 PM,agoebl,7/1/2024 8:02:41 PM,agoebl,6,2,-105.1005635,39.5432326666667
65,d17c6e82-b35d-45e2-9f6c-5bdb928af9df,7/1/2024 8:02:43 PM,agoebl,7/1/2024 8:02:43 PM,agoebl,6,3,-105.100516666667,39.5431516666667
66,4005668b-6ed9-43a4-be20-11e9d3992920,7/1/2024 8:02:43 PM,agoebl,7/1/2024 8:02:43 PM,agoebl,6,4,-105.1004985,39.5432285
67,75c9798d-c986-4bae-998e-fb871254c7cc,7/1/2024 8:02:45 PM,agoebl,7/1/2024 8:02:45 PM,agoebl,7,1,-105.100546833333,39.543165
68,418d471b-cc64-4620-bbb6-cb0ce76de0c2,7/1/2024 8:02:46 PM,agoebl,7/1/2024 8:02:46 PM,agoebl,7,2,-105.100513166667,39.5432061666667
69,4e2d0974-9b2e-4cfa-b9b4-cfce0c609bab,7/1/2024 8:02:47 PM,agoebl,7/1/2024 8:02:47 PM,agoebl,7,3,-105.100508666667,39.5432195
70,a37e95d1-981c-49ea-b5b2-2cb19c12ca97,7/1/2024 8:02:48 PM,agoebl,7/1/2024 8:02:48 PM,agoebl,7,4,-105.100471166667,39.5432308333333
71,0e9a6c3e-8ff7-48e2-8ae8-659b3310248c,7/1/2024 8:02:49 PM,agoebl,7/1/2024 8:02:49 PM,agoebl,8,1,-105.100499666667,39.5431961666667
72,dbaac788-e7db-4825-83b9-eb886317ff6b,7/1/2024 8:02:50 PM,agoebl,7/1/2024 8:02:50 PM,agoebl,8,2,-105.100451166667,39.5432251666667
73,02342da9-9c5a-48b3-96e9-efdc2327095f,7/1/2024 8:02:52 PM,agoebl,7/1/2024 8:02:52 PM,agoebl,8,3,-105.100490666667,39.543163
74,b808e1d8-3409-4e61-ae45-efe0289006ef,7/1/2024 8:02:56 PM,agoebl,7/1/2024 8:02:56 PM,agoebl,8,4,-105.100446,39.5431765
75,be332375-791e-4828-b641-f6caf08a014f,7/3/2024 5:29:46 PM,agoebl,7/3/2024 5:29:46 PM,agoebl,9,1,-105.1000247,39.5423446
76,a41aa7b5-22c2-44db-b68d-28762f41c079,7/3/2024 5:29:48 PM,agoebl,7/3/2024 5:29:48 PM,agoebl,9,2,-105.100405650783,39.543244940416
77,6dd78d52-493e-4da9-9e3a-616563ee20a4,7/3/2024 5:29:51 PM,agoebl,7/3/2024 5:29:51 PM,agoebl,9,3,-105.100418273999,39.5432575573758
78,e853cee7-ec1e-47b4-905e-b4928ea6015b,7/3/2024 5:29:52 PM,agoebl,7/3/2024 5:29:52 PM,agoebl,9,4,-105.100399754585,39.5432528976266
79,2ab943f3-8daf-4bb9-904b-177f19b027ed,7/3/2024 5:29:52 PM,agoebl,7/3/2024 5:29:52 PM,agoebl,10,1,-105.100400790627,39.5432240124535
80,66c4e77d-3dd4-4432-b39a-fa2e6a50e0dd,7/3/2024 5:29:53 PM,agoebl,7/3/2024 5:29:53 PM,agoebl,10,2,-105.100371497374,39.5432372919584
81,c527b5d8-03a5-43f3-a645-ddb9a159a897,7/3/2024 5:29:54 PM,agoebl,7/3/2024 5:29:54 PM,agoebl,10,3,-105.100381983174,39.5432335653128
82,11645da6-11ec-4009-84a1-6391f2a379f6,7/3/2024 5:29:55 PM,agoebl,7/3/2024 5:29:55 PM,agoebl,10,4,-105.100341362639,39.5432352781695
83,90f49c20-5ce1-4351-ab5b-24c4deec4263,7/11/2024 6:32:19 PM,agoebl,7/11/2024 6:32:19 PM,agoebl,9,2,-105.10096,39.5423875
84,bc98c827-72a0-4391-b886-eb423cf9e2d7,7/11/2024 6:32:20 PM,agoebl,7/11/2024 6:32:20 PM,agoebl,9,3,-105.10039684,39.54324649
85,95fbc239-f4a3-45ef-ad73-823ee21c3128,7/11/2024 6:32:21 PM,agoebl,7/11/2024 6:32:21 PM,agoebl,9,4,-105.10037962,39.54322903
86,e334e416-6fa3-4a4d-9c48-60a2c0775826,7/11/2024 6:32:22 PM,agoebl,7/11/2024 6:32:22 PM,agoebl,8,1,-105.10046772,39.54317601
87,57e39e0d-e221-429a-98d8-04c5d32fe2ce,7/11/2024 6:32:23 PM,agoebl,7/11/2024 6:32:23 PM,agoebl,8,2,-105.1004453,39.54324553
88,ac3b98c6-bce5-4269-af97-713285c7cb47,7/11/2024 6:32:23 PM,agoebl,7/11/2024 6:32:23 PM,agoebl,10,1,-105.100368658483,39.5432592729908
89,a0964b73-e958-4fa9-a8b2-da50ea79d474,7/11/2024 6:32:25 PM,agoebl,7/11/2024 6:32:25 PM,agoebl,10,2,-105.100378308811,39.5432702003674
90,d146dc75-3e0d-4f03-8965-2fd84a89b3fa,7/11/2024 6:32:26 PM,agoebl,7/11/2024 6:32:26 PM,agoebl,10,3,-105.100423654095,39.543285237262
91,9827b62e-3545-4a6c-ac08-98d4fad86abc,7/11/2024 6:32:28 PM,agoebl,7/11/2024 6:32:28 PM,agoebl,8,3,-105.10045357,39.54325424
92,61e92e8b-8764-4b46-92e4-33bf288fd580,7/11/2024 6:32:29 PM,agoebl,7/11/2024 6:32:29 PM,agoebl,8,4,-105.10046183,39.54317493
93,ee2ff330-6b3c-412b-893f-2d98fe4ed926,7/11/2024 6:32:29 PM,agoebl,7/11/2024 6:32:29 PM,agoebl,10,4,-105.100366223152,39.5432711369798
94,42ce8e35-2507-4502-8ea0-3c16b580528a,7/11/2024 6:32:30 PM,agoebl,7/11/2024 6:32:30 PM,agoebl,9,1,-105.10036890219,39.5432594805086
95,e7a9593b-c61d-453c-8198-f3fa81fba8b3,7/11/2024 6:32:31 PM,agoebl,7/11/2024 6:32:31 PM,agoebl,9,2,-105.100418955772,39.5432692927153
96,906444d7-2fa1-44fe-af24-13bce29740db,7/11/2024 8:21:30 PM,agoebl,7/11/2024 8:21:30 PM,agoebl,1,1,-105.1006855,39.5433096666667
97,779cf56e-f414-4155-bb50-fbbe3e746336,7/11/2024 8:21:31 PM,agoebl,7/11/2024 8:21:31 PM,agoebl,1,2,-105.100713833333,39.5432331666667
98,75c62a69-b328-4e92-bbaa-c63ccdc1d831,7/11/2024 8:21:32 PM,agoebl,7/11/2024 8:21:32 PM,agoebl,1,3,-105.100706,39.5432451666667
99,d1a40fff-000b-4422-abe4-cbcb8772f531,7/11/2024 8:21:33 PM,agoebl,7/11/2024 8:21:33 PM,agoebl,1,4,-105.100706333333,39.5432381666667
100,cae93dff-511f-4611-962f-b8e99785075b,7/11/2024 8:21:34 PM,agoebl,7/11/2024 8:21:34 PM,agoebl,2,1,-105.100714833333,39.5432321666667
101,d24c4da5-fc20-4d54-85b1-94e328ce5757,7/11/2024 8:21:37 PM,agoebl,7/11/2024 8:21:37 PM,agoebl,2,2,-105.100725166667,39.5432713333333
102,8682511e-c5ac-4cb1-b18a-62651f5c8f73,7/11/2024 8:21:38 PM,agoebl,7/11/2024 8:21:38 PM,agoebl,2,3,-105.100692833333,39.5432035
103,45cd9f28-9159-40a2-b182-5e146406cbc2,7/11/2024 8:21:39 PM,agoebl,7/11/2024 8:21:39 PM,agoebl,2,4,-105.100706333333,39.5431711666667
104,35defba4-6148-458e-a4fa-49c92722bdbc,7/11/2024 8:21:40 PM,agoebl,7/11/2024 8:21:40 PM,agoebl,3,1,-105.100568666667,39.5432833333333
105,4e2deda4-cbfc-46d5-a875-fe03508869b1,7/11/2024 8:21:42 PM,agoebl,7/11/2024 8:21:42 PM,agoebl,3,2,-105.100622333333,39.5432521666667
106,e01b14e8-4716-45d3-8270-96a3f3002fcc,7/11/2024 8:21:43 PM,agoebl,7/11/2024 8:21:43 PM,agoebl,3,3,-105.100628333333,39.543245
107,26cfbcb9-6e95-47d0-bf94-1699ea3da17e,7/11/2024 8:21:44 PM,agoebl,7/11/2024 8:21:44 PM,agoebl,3,4,-105.100636833333,39.5432483333333
108,b258b7fd-85ba-4c2b-8dc2-3dac109417be,7/11/2024 8:21:46 PM,agoebl,7/11/2024 8:21:46 PM,agoebl,4,1,-105.100622333333,39.5431723333333
109,56c586b4-5bd2-4f47-bfec-4ca3b570956c,7/11/2024 8:21:48 PM,agoebl,7/11/2024 8:21:48 PM,agoebl,4,2,-105.100644166667,39.5432301666667
110,2ea855f4-5f67-4625-b3b3-e8234ceac2a7,7/11/2024 8:21:49 PM,agoebl,7/11/2024 8:21:49 PM,agoebl,4,3,-105.100642,39.5432196666667
111,5613a73e-5ae0-4c74-8891-8bc2285113a1,7/11/2024 8:21:50 PM,agoebl,7/11/2024 8:21:50 PM,agoebl,4,4,-105.100608166667,39.5431766666667
112,114e1323-3a46-4dbb-bcad-9833c10074ea,7/11/2024 8:21:52 PM,agoebl,7/11/2024 8:21:52 PM,agoebl,5,1,-105.100561666667,39.5432656666667
113,b94f9cc2-266d-415d-8fa3-fd0ebc3204d0,7/11/2024 8:21:53 PM,agoebl,7/11/2024 8:21:53 PM,agoebl,5,2,-105.100561166667,39.5432436666667
114,d27fd139-73c0-4721-b39d-d9b4c8a4976d,7/11/2024 8:21:54 PM,agoebl,7/11/2024 8:21:54 PM,agoebl,5,3,-105.100600833333,39.5432328333333
115,40163b78-ef7e-4e09-be57-dcc9088a1e2f,7/11/2024 8:21:55 PM,agoebl,7/11/2024 8:21:55 PM,agoebl,5,4,-105.100556666667,39.5432395
116,49987d88-0fd9-4af2-b79a-5e2c8549dcc6,7/11/2024 8:21:56 PM,agoebl,7/11/2024 8:21:56 PM,agoebl,6,1,-105.100555166667,39.5432155
117,f9377a62-be48-491a-9c5a-7610558aa458,7/11/2024 8:21:58 PM,agoebl,7/11/2024 8:21:58 PM,agoebl,6,2,-105.100554333333,39.5432171666667
118,f5e18ca6-e353-4bcb-a9df-668ee35bfcfd,7/12/2024 5:34:44 PM,agoebl,7/12/2024 5:34:44 PM,agoebl,7,1,-105.100411,39.5422554
119,0a5100b9-9603-4414-87a1-3d05ca8376d4,7/12/2024 5:34:47 PM,agoebl,7/12/2024 5:34:47 PM,agoebl,6,4,-105.1001796,39.5422231
120,9c7ad764-cbcd-4da0-8785-caff809d6274,7/12/2024 5:35:32 PM,agoebl,7/12/2024 5:35:32 PM,agoebl,7,2,-105.1009194,39.5424618
121,873ecf83-3acb-429c-a8f6-17770af41d9a,7/12/2024 5:35:33 PM,agoebl,7/12/2024 5:35:33 PM,agoebl,7,3,-105.1010096,39.5426375
122,9ab4b06a-d76e-4f04-83a1-32fb62de7f8e,7/12/2024 5:35:34 PM,agoebl,7/12/2024 5:35:34 PM,agoebl,7,4,-105.101042,39.5426643
123,82babb41-fbac-4cc0-836e-713cfa8c1fbe,7/12/2024 5:35:35 PM,agoebl,7/12/2024 5:35:35 PM,agoebl,6,3,-105.1001255,39.5422111
124,ce5531b5-7b0a-40d6-8444-0a31b8ef28ae,7/19/2024 1:47:03 PM,agoebl,7/19/2024 1:47:03 PM,agoebl,1,1,-105.100421666667,39.5431646666667
125,f4c73a0a-10af-4f25-ab61-94e3b8215816,7/19/2024 1:47:05 PM,agoebl,7/19/2024 1:47:05 PM,agoebl,1,2,-105.1007575,39.5432211666667
126,1d54991d-52c6-476d-862d-579e63d4e6a0,7/19/2024 1:47:06 PM,agoebl,7/19/2024 1:47:06 PM,agoebl,1,3,-105.100701666667,39.5431408333333
127,c70f8825-4d4e-48be-a8d3-17cb082cf518,7/19/2024 1:47:07 PM,agoebl,7/19/2024 1:47:07 PM,agoebl,1,4,-105.100709166667,39.5431918333333
128,914a5285-6bf4-4d1c-be64-fa5a0fa850db,7/19/2024 1:47:08 PM,agoebl,7/19/2024 1:47:08 PM,agoebl,2,1,-105.10071,39.543141
129,42074b43-05f0-4737-81b8-e3d9b9cb0f2e,7/19/2024 1:47:09 PM,agoebl,7/19/2024 1:47:09 PM,agoebl,2,2,-105.100696166667,39.5431515
130,19da9644-86bd-4e39-b8f5-7ae03e3df2b6,7/19/2024 1:47:11 PM,agoebl,7/19/2024 1:47:11 PM,agoebl,2,3,-105.1007095,39.5432415
131,8fb6e5c2-9fd7-41d0-888d-cd22194919a6,7/19/2024 1:47:12 PM,agoebl,7/19/2024 1:47:12 PM,agoebl,2,4,-105.100697,39.5431645
132,c2a44e0b-dab0-4004-88f8-2472c8d42695,7/19/2024 1:47:13 PM,agoebl,7/19/2024 1:47:13 PM,agoebl,3,1,-105.100697333333,39.5431551666667
133,1f2887f3-8994-4535-9bba-9e7a3371f28c,7/19/2024 1:47:37 PM,agoebl,7/19/2024 1:47:37 PM,agoebl,3,1,-105.100697333333,39.5431551666667
134,475afb85-86c5-4cc4-8ee2-13c26bc88e5b,7/19/2024 1:47:38 PM,agoebl,7/19/2024 1:47:38 PM,agoebl,3,2,-105.100616,39.5431733333333
135,3a0f0c13-22a0-403c-9bc1-5d5fa996307e,7/19/2024 1:47:40 PM,agoebl,7/19/2024 1:47:40 PM,agoebl,3,3,-105.100645,39.5432341666667
136,4ad1e0fd-5ff4-4ff9-9cbb-bc8aac4f15eb,7/19/2024 1:47:41 PM,agoebl,7/19/2024 1:47:41 PM,agoebl,3,4,-105.100627333333,39.5432371666667
137,00ffcfa4-78d3-42ad-a0ac-6dfdaadbce17,7/19/2024 1:47:42 PM,agoebl,7/19/2024 1:47:42 PM,agoebl,4,1,-105.100640166667,39.5431453333333
138,6b9039a9-20e1-4bb4-84bb-30909d75edc6,7/19/2024 1:48:08 PM,agoebl,7/19/2024 1:48:08 PM,agoebl,4,1,-105.100640166667,39.5431453333333
139,a5774c0f-997c-473b-ad6f-536d0997b44f,7/19/2024 1:48:09 PM,agoebl,7/19/2024 1:48:09 PM,agoebl,4,2,-105.100591333333,39.5431731666667
140,c9f38edf-33e9-4c39-84e9-7513ccdd1421,7/19/2024 1:48:10 PM,agoebl,7/19/2024 1:48:10 PM,agoebl,4,3,-105.100640833333,39.5432495
141,a6186fb2-eb6f-404f-8900-eaad77ca6078,7/19/2024 1:48:11 PM,agoebl,7/19/2024 1:48:11 PM,agoebl,4,4,-105.1006085,39.5431798333333
142,4196b156-7713-41a0-b07d-79774ad949af,7/19/2024 1:48:12 PM,agoebl,7/19/2024 1:48:12 PM,agoebl,5,1,-105.100613333333,39.5431695
143,46370172-2d11-42f7-b620-5ad2a0c1ffc7,7/19/2024 1:48:13 PM,agoebl,7/19/2024 1:48:13 PM,agoebl,5,2,-105.100567833333,39.5432568333333
144,e3e533b7-3d2b-467b-89e7-f531ab805fb9,7/19/2024 1:48:14 PM,agoebl,7/19/2024 1:48:14 PM,agoebl,5,3,-105.100563333333,39.5431735
145,66653efb-68c7-4638-9726-9e017f778877,7/19/2024 1:48:15 PM,agoebl,7/19/2024 1:48:15 PM,agoebl,5,4,-105.100573666667,39.543237
146,51a7a35d-a76d-44f4-ad4a-1be0b75e692f,7/19/2024 1:48:27 PM,agoebl,7/19/2024 1:48:27 PM,agoebl,10,1,-105.100387166667,39.5431735
147,4b5f4ec5-0ad3-4aec-985d-2c518ca8ed1f,7/19/2024 1:48:28 PM,agoebl,7/19/2024 1:48:28 PM,agoebl,10,2,-105.100393666667,39.5431673333333
148,679b9268-5441-4bb3-ba0e-a17e828f302c,7/19/2024 1:48:29 PM,agoebl,7/19/2024 1:48:29 PM,agoebl,10,3,-105.100404166667,39.5431641666667
149,ee1f1d4d-b581-4305-b3c4-2b1f70b13d8f,7/19/2024 1:48:29 PM,agoebl,7/19/2024 1:48:29 PM,agoebl,10,4,-105.1003785,39.5432301666667
150,49f74ccd-1c6a-43e5-a43e-fc04c9e8a625,7/19/2024 1:48:30 PM,agoebl,7/19/2024 1:48:30 PM,agoebl,9,1,-105.100375,39.543207
151,79426b49-2fff-45d5-b9a9-f52837b8d37a,7/19/2024 1:48:32 PM,agoebl,7/19/2024 1:48:32 PM,agoebl,9,2,-105.100434666667,39.543171
152,5fed207c-732b-4347-ba3a-debc72a5f186,7/19/2024 1:48:33 PM,agoebl,7/19/2024 1:48:33 PM,agoebl,9,3,-105.100397333333,39.5432423333333
153,8901edae-488c-4af0-8130-29195399fcda,7/19/2024 1:48:53 PM,agoebl,7/19/2024 1:48:53 PM,agoebl,9,4,-105.100399333333,39.5432406666667
154,2abe9b3a-db18-497b-a58d-03cfbd04ca49,7/19/2024 1:48:55 PM,agoebl,7/19/2024 1:48:55 PM,agoebl,8,1,-105.10044,39.5431703333333
155,3a817dbc-8842-4985-a252-a37d045dfce4,7/19/2024 1:48:56 PM,agoebl,7/19/2024 1:48:56 PM,agoebl,8,2,-105.100487333333,39.5431851666667
